date,r2_level_pct,r2_level_ML,r1_level_pct,r1_level_ML,pump_river_to_r1_ML_day,pump_r1_to_r2_ML_day,pump_r2_to_site_ML_day,demand_supplied_ML_day,r1_storage_change_ML,r2_storage_change_ML,is_original_measurement,has_r1_level,has_r2_level,has_river_pump,has_r1_r2_pump,has_r2_site_pump
2021-01-27,83.74074146937048,1064.3448240756989,32.15014650011099,418.9164088964462,,0.0,5.685016666666605,5.685016666666605,-6.170263767242432,-107.38485431671143,True,True,True,False,True,True
2021-02-03,82.4706531715243,1048.2020018100739,28.791882513611785,375.15822915236157,,0.0,5.685016666666605,5.685016666666605,-43.75817974408466,-16.142822265625,True,True,True,False,True,True
2021-02-10,78.98485071540911,1003.8974525928497,25.433618527112575,331.40004940827686,,0.0,5.685016666666605,5.685016666666605,-43.758179744084714,-44.30454921722412,True,True,True,False,True,True
2021-02-17,80.0993533888546,1018.0627815723419,22.075354540613368,287.6418696641922,,,,,-43.75817974408466,14.165328979492188,False,True,True,False,False,False
2021-02-24,81.21385606230008,1032.228110551834,18.717090554114158,243.8836899201075,,,,,-43.758179744084686,14.165328979492188,True,True,True,False,False,False
2021-03-03,82.97708889895964,1054.638799905777,,,,,,,,22.41068935394287,True,False,True,False,False,False
2021-03-10,83.39509346839671,1059.9516379833221,12.000562581115746,156.36733043193817,,7.800000000000182,,,,5.312838077545166,True,True,True,False,True,False
2021-03-17,83.81309803783378,1065.2644760608673,18.639316232307735,242.8702905069698,,7.800000000000182,,,86.50296007503164,5.312838077545166,False,True,True,False,True,False
2021-03-24,84.23110260727086,1070.5773141384125,25.278069883499725,329.37325058200145,,7.800000000000182,,,86.50296007503164,5.312838077545166,False,True,True,False,True,False
2021-03-31,84.64910717670791,1075.8901522159576,31.916823534691716,415.8762106570331,,,,,86.50296007503164,5.312838077545166,False,True,True,False,False,False
2021-04-07,,,38.555577185883706,502.37917073206467,12.800000000000031,,,,86.50296007503158,,True,True,False,True,False,False
2021-04-14,,,,,12.800000000000031,,,,,,False,False,False,True,False,False
2021-04-21,,,,,12.800000000000031,,,,,,False,False,False,True,False,False
2021-04-28,86.32112545445621,1097.1415045261383,,,,,,,,,True,False,True,False,False,False
2021-05-05,85.37596915295329,1085.1285679340363,,,,,,,,-12.01293659210205,False,False,True,False,False,False
2021-05-12,84.43081285145037,1073.1156313419342,,,,,,,,-12.01293659210205,False,False,True,False,False,False
2021-05-19,83.48565654994745,1061.1026947498322,,,,,,,,-12.01293659210205,True,False,True,False,False,False
2021-05-26,84.25977537708897,1070.941745042801,85.02685274422763,1107.899891257286,25.099999999999984,7.933333333333394,6.193066666666728,6.193066666666728,,9.83905029296875,True,True,True,True,True,True
2021-06-02,85.0338942042305,1080.7807953357697,90.015338341822,1172.8998585939407,26.142857142857206,8.04285714285704,7.084371428571375,7.084371428571375,64.99996733665466,9.83905029296875,True,True,True,True,True,True
2021-06-09,85.80801303137203,1090.6198456287384,95.00382393941638,1237.8998259305954,17.928571428571427,7.100000000000104,5.966871428571375,5.966871428571375,64.99996733665466,9.83905029296875,True,True,True,True,True,True
2021-06-16,86.58213185851355,1100.4588959217072,95.93343459361347,1250.0126527547836,18.785714285714352,10.485714285714234,5.054671428571455,5.054671428571455,12.112826824188232,9.83905029296875,True,True,True,True,True,True
2021-06-23,87.63158816600952,1113.797485589981,103.46808875421331,,25.499999999999936,10.11428571428561,4.619171428571455,4.619171428571455,98.17654371261597,13.338589668273926,True,True,True,True,True,True
2021-06-30,89.4891464456998,1137.4070513248444,102.48354689853518,,12.185714285714312,9.942857142857195,5.226942857142804,5.226942857142804,-12.828580379486084,23.60956573486328,True,True,True,True,True,True
2021-07-07,90.29347603945729,1147.630080461502,101.49918395742854,,13.128571428571442,9.942857142857195,5.483585714285794,5.483585714285794,-12.826249122619629,10.223029136657715,True,True,True,True,True,True
2021-07-14,85.02420446799553,1080.6576387882233,97.24021549876251,1267.0400079488754,4.671428571428611,2.399999999999896,5.903114285714259,5.903114285714259,-55.49435901641846,-66.97244167327881,True,True,True,True,True,True
2021-07-21,84.50920900709511,1074.1120464801788,91.26830722218922,1189.2260431051254,0.0,3.271428571428779,5.975514285714232,5.975514285714232,-77.81396484375,-6.545592308044434,True,True,True,True,True,True
2021-07-28,79.47651176917844,1010.1464645862579,87.42024588383626,1139.0858038663864,0.0,3.271428571428779,5.582371428571508,5.582371428571508,-50.140239238739014,-63.9655818939209,True,True,True,True,True,True
2021-08-04,78.49527949146358,997.6750023365021,96.5865441038347,1258.522669672966,23.871428571428492,2.049999999999922,5.496085714285662,5.496085714285662,119.43686580657959,-12.47146224975586,True,True,True,True,True,True
2021-08-11,77.5223845482623,985.3095076084137,98.5490386795284,1284.093973994255,16.257142857142885,6.600000000000104,6.699328571428545,6.699328571428545,25.571304321289062,-12.365494728088379,True,True,True,True,True,True
2021-08-18,77.03905017426594,979.16632771492,91.26830729537987,1189.2260440587997,11.871428571428494,6.557142857142805,5.841285714285715,5.841285714285715,-94.86792993545532,-6.143179893493652,True,True,True,True,True,True
2021-08-25,76.0785821101311,966.9587786197662,97.07674777974373,1264.9100235700607,11.785714285714286,7.342857142857091,6.342157142857223,6.342157142857223,75.68397951126099,-12.207549095153809,True,True,True,True,True,True
2021-09-01,77.28045845857106,982.2346270084381,99.8621888555935,,19.328571428571454,8.028571428571533,5.936228571428518,5.936228571428518,36.294297218322754,15.275848388671875,True,True,True,True,True,True
2021-09-08,77.76482889353996,988.3909752368927,102.64762993144329,,21.18571428571431,9.800000000000052,5.793,5.793,36.294297218322754,6.15634822845459,True,True,True,True,True,True
2021-09-15,78.25127572735681,994.5737144947052,95.00382393941638,1237.8998259305954,3.157142857142909,10.657142857142649,6.579785714285714,6.579785714285714,-99.59879207611084,6.1827392578125,True,True,True,True,True,True
2021-09-22,77.76482889353996,988.3909752368927,85.02685274422763,1107.899891257286,0.0,10.242857142857247,6.500171428571456,6.500171428571456,-129.99993467330933,-6.1827392578125,True,True,True,True,True,True
2021-09-29,78.25127572735681,994.5737144947052,76.1721091277766,992.5225819349289,0.0,10.242857142857247,6.064071428571429,6.064071428571429,-115.37730932235718,6.1827392578125,True,True,True,True,True,True
2021-10-06,76.0785821101311,966.9587786197662,70.5042685258416,918.670618891716,0.0,5.720000000000073,6.034542857142831,6.034542857142831,-73.85196304321289,-27.614935874938965,True,True,True,True,True,True
2021-10-13,75.60143769021863,960.8942730426788,61.57664453992455,802.343678355217,0.0,8.54285714285704,6.684100000000027,6.684100000000027,-116.32694053649902,-6.064505577087402,True,True,True,True,True,True
2021-10-20,75.12634618370483,954.8558599948883,54.83378133495679,714.484170794487,0.0,8.84285714285709,6.192299999999947,6.192299999999947,-87.85950756072998,-6.038413047790527,True,True,True,True,True,True
2021-10-27,74.18230075145874,942.8570425510406,46.13260790099571,601.1078809499741,0.0,9.557142857142805,5.945985714285768,5.945985714285768,-113.37628984451294,-11.998817443847656,True,True,True,True,True,True
2021-11-03,74.88956858472126,951.8464167118073,38.139839887802,496.96211373806,0.0,8.814285714285818,6.779614285714259,6.779614285714259,-104.14576721191406,8.989374160766602,True,True,True,True,True,True
2021-11-10,70.26051734020915,893.0111753940582,36.29748170776543,472.95618665218353,0.0,3.985714285714234,6.716528571428598,6.716528571428598,-24.005927085876465,-58.83524131774902,True,True,True,True,True,True
2021-11-17,68.91980608273079,875.9707353115082,31.07035497656622,404.8467253446579,0.0,3.985714285714234,6.716528571428598,6.716528571428598,-68.10946130752563,-17.04044008255005,False,True,True,True,True,True
2021-11-24,67.57909482525241,858.9302952289581,25.843228245367015,336.73726403713226,0.0,3.5249999999998636,7.211987500000046,7.211987500000046,-68.10946130752563,-17.04044008255005,True,True,True,True,True,True
2021-12-01,63.90109525525973,812.1829206943512,30.519996408490336,397.6755532026291,4.285714285714156,0.9571428571429611,6.229542857142831,6.229542857142831,60.938289165496826,-46.747374534606934,True,True,True,True,True,True
2021-12-08,62.84586227756142,798.7709095478058,35.104096740918806,457.40638053417206,12.528571428571533,6.071428571428571,6.067100000000027,6.067100000000027,59.73082733154297,-13.41201114654541,True,True,True,True,True,True
2021-12-15,61.59530764579023,782.8763601779938,39.722997622588736,517.5906590223312,12.785714285714286,5.27142857142852,6.624514285714232,6.624514285714232,60.18427848815918,-15.894549369812012,True,True,True,True,True,True
2021-12-22,60.15783735000646,764.6061127185822,39.93736611634881,520.3838804960251,7.742857142857117,6.585714285714338,7.3665285714285975,7.3665285714285975,2.7932214736938477,-18.27024745941162,True,True,True,True,True,True
2021-12-29,63.0559529777965,801.4411623477936,35.20248032311522,458.68831861019135,1.957142857142831,7.457142857142701,6.341657142857089,6.341657142857089,-61.69556188583374,36.835049629211426,True,True,True,True,True,True
